Conversation_ID,Domain,Turn,Speaker,Sentence,Sentiment,Intent,Rule_Category,Specific_Rule,Violation,Risk_Level
C248,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C248,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C249,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C249,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C250,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C250,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C251,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C251,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C252,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C252,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C253,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Threatening,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C253,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C254,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Serious,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C254,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C255,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C255,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C256,Landlord Tenant,1,Agent,I want to explain that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C256,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C257,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C257,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C258,Landlord Tenant,1,Agent,Please note that Failure to maintain habitable conditions.,Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C258,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C259,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C259,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C260,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C260,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C261,Landlord Tenant,1,Agent,I need to inform you that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C261,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C262,Landlord Tenant,1,Agent,I want to explain that Failure to maintain habitable conditions.,Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C262,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C263,Landlord Tenant,1,Agent,I need to inform you that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C263,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C264,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C264,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C265,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C265,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C266,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C266,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C267,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C267,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C268,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C268,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C269,Landlord Tenant,1,Agent,Our records indicate that Retaliatory eviction threat.,Threatening,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C269,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C270,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C270,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C271,Landlord Tenant,1,Agent,Our records indicate that Retaliatory eviction threat.,Threatening,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C271,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C272,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C272,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C273,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C273,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C274,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C274,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C275,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C275,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C276,Landlord Tenant,1,Agent,I need to inform you that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C276,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C277,Landlord Tenant,1,Agent,Our records indicate that Retaliatory eviction threat.,Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C277,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C278,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C278,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C279,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Serious,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C279,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C280,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C280,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C281,Landlord Tenant,1,Agent,I need to inform you that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C281,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C282,Landlord Tenant,1,Agent,I need to inform you that Failure to maintain habitable conditions.,Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C282,Landlord Tenant,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C283,Landlord Tenant,1,Agent,I need to inform you that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C283,Landlord Tenant,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C284,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C284,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C285,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Threatening,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C285,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C286,Landlord Tenant,1,Agent,I want to explain that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C286,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C287,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C287,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C288,Landlord Tenant,1,Agent,I need to inform you that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C288,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C289,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C289,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C290,Landlord Tenant,1,Agent,"For your information, Proper notice before eviction.",Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C290,Landlord Tenant,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C291,Landlord Tenant,1,Agent,"For your information, Providing maintenance and repairs.",Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C291,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C292,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C292,Landlord Tenant,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C293,Landlord Tenant,1,Agent,I need to inform you that Retaliatory eviction threat.,Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C293,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C294,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C294,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C295,Landlord Tenant,1,Agent,Please note that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C295,Landlord Tenant,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C296,Landlord Tenant,1,Agent,"For your information, Proper notice before eviction.",Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C296,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C297,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C297,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C298,Landlord Tenant,1,Agent,I want to explain that Proper notice before eviction.,Neutral,Statement,Housing Law,Proper notice before eviction,No,Low
C298,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C299,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C299,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C300,Landlord Tenant,1,Agent,I want to explain that Retaliatory eviction threat.,Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C300,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C301,Landlord Tenant,1,Agent,I want to explain that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C301,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C302,Landlord Tenant,1,Agent,Please note that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C302,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C303,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Neutral,Statement,Housing Law,Proper notice before eviction,No,Low
C303,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C304,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C304,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C305,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C305,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C306,Landlord Tenant,1,Agent,I need to inform you that Providing maintenance and repairs.,Threatening,Statement,Housing Law,Providing maintenance and repairs,No,Low
C306,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C307,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C307,Landlord Tenant,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C308,Landlord Tenant,1,Agent,Please note that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C308,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C309,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C309,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C310,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C310,Landlord Tenant,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C311,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Neutral,Statement,Housing Law,Proper notice before eviction,No,Low
C311,Landlord Tenant,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C312,Landlord Tenant,1,Agent,Please note that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C312,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C313,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C313,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C314,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C314,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C315,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C315,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C316,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C316,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C317,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Threatening,Statement,Housing Law,Providing maintenance and repairs,No,Low
C317,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C318,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C318,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C319,Landlord Tenant,1,Agent,I need to inform you that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C319,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C320,Landlord Tenant,1,Agent,"For your information, Proper notice before eviction.",Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C320,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C321,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C321,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C322,Landlord Tenant,1,Agent,I want to explain that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C322,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C323,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C323,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C324,Landlord Tenant,1,Agent,Our records indicate that Failure to maintain habitable conditions.,Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C324,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C325,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C325,Landlord Tenant,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C326,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Neutral,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C326,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C327,Landlord Tenant,1,Agent,Please note that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C327,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C328,Landlord Tenant,1,Agent,I need to inform you that Retaliatory eviction threat.,Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C328,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C329,Landlord Tenant,1,Agent,"For your information, Failure to maintain habitable conditions.",Threatening,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C329,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C330,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C330,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C331,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C331,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C332,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C332,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C333,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Threatening,Statement,Housing Law,Providing maintenance and repairs,No,Low
C333,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C334,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C334,Landlord Tenant,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C335,Landlord Tenant,1,Agent,"For your information, Providing maintenance and repairs.",Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C335,Landlord Tenant,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C336,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C336,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C337,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C337,Landlord Tenant,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C338,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C338,Landlord Tenant,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C339,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C339,Landlord Tenant,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C340,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C340,Landlord Tenant,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C341,Landlord Tenant,1,Agent,I need to inform you that Retaliatory eviction threat.,Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C341,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C342,Landlord Tenant,1,Agent,I need to inform you that Retaliatory eviction threat.,Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C342,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C343,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Neutral,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C343,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C344,Landlord Tenant,1,Agent,Our records indicate that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C344,Landlord Tenant,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C345,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C345,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C346,Landlord Tenant,1,Agent,Our records indicate that Proper notice before eviction.,Threatening,Statement,Housing Law,Proper notice before eviction,No,Low
C346,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C347,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C347,Landlord Tenant,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C348,Landlord Tenant,1,Agent,"For your information, Proper notice before eviction.",Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C348,Landlord Tenant,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C349,Landlord Tenant,1,Agent,I want to explain that Providing maintenance and repairs.,Helpful,Statement,Housing Law,Providing maintenance and repairs,No,Low
C349,Landlord Tenant,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C350,Landlord Tenant,1,Agent,I want to explain that Failure to maintain habitable conditions.,Serious,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C350,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C351,Landlord Tenant,1,Agent,Please note that Providing maintenance and repairs.,Neutral,Statement,Housing Law,Providing maintenance and repairs,No,Low
C351,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C352,Landlord Tenant,1,Agent,Please note that Retaliatory eviction threat.,Helpful,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C352,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C353,Landlord Tenant,1,Agent,"For your information, Providing maintenance and repairs.",Serious,Statement,Housing Law,Providing maintenance and repairs,No,Low
C353,Landlord Tenant,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C354,Landlord Tenant,1,Agent,"For your information, Retaliatory eviction threat.",Serious,Statement,Housing Law,Retaliatory eviction threat,Yes,High
C354,Landlord Tenant,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C355,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Serious,Statement,Housing Law,Proper notice before eviction,No,Low
C355,Landlord Tenant,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C356,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Neutral,Statement,Housing Law,Proper notice before eviction,No,Low
C356,Landlord Tenant,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C357,Landlord Tenant,1,Agent,I need to inform you that Proper notice before eviction.,Helpful,Statement,Housing Law,Proper notice before eviction,No,Low
C357,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C358,Landlord Tenant,1,Agent,I want to explain that Failure to maintain habitable conditions.,Helpful,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C358,Landlord Tenant,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C359,Landlord Tenant,1,Agent,I want to explain that Failure to maintain habitable conditions.,Serious,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C359,Landlord Tenant,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C360,Landlord Tenant,1,Agent,I need to inform you that Failure to maintain habitable conditions.,Serious,Statement,Housing Law,Failure to maintain habitable conditions,Yes,High
C360,Landlord Tenant,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C361,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C361,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C362,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C362,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C363,Auto Sales,1,Agent,Our records indicate that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C363,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C364,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C364,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C365,Auto Sales,1,Agent,"For your information, Hidden fees added after signing.",Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C365,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C366,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C366,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C367,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C367,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C368,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C368,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C369,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C369,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C370,Auto Sales,1,Agent,Our records indicate that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
